ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
,3478787909.09091,5553824463.82274,,388958731.302938,49333424135.1131,78676842366.4213,,,147841734.444444,176953442470.684,71034228443.062,,969046666.666667,104730018470.23,1291119965.11262,1775842026.4121,20249694002.448,19870000000,3467819148.93617,1426500000,,,196089854.656347,739100032,5872756933.11582,258015174748.648,1114204743.20091,4366213849.57637,139150441.309748,1073861599.13948,694803502.722356,306214863624.99,112339195092.149,34509878043.5897,195866382432.54,8432588483.85263,6610937473.20425,12537821038.2202,1993512325.92306,36388366869.0309,196349967.670007,139468114.599741,2623807074.2948,20150254096.3855,,,2087496373.77964,,800472055387.278,,82107391.1111111,61877813965.2413,7561300000,44348672667.8715,21810767209.3695,22136081081.0811,,202807891511.984,,7324903188.4058,52448332874.07,1235665808.56541,615552202776.101,,,3862269126.92681,540765675241.158,,4222441614.97432,,218764445.784343,154731969.69697,36731422.8456914,52346506765.0676,115651918.888889,435746974.759244,8607500300,,570357107.142857,4043894878.58005,,1479400000,,85518233450.7774,,193490610032.1,20670190138.1671,100499312749.923,37823000000,3492997010.04956,430702851303.015,2979061412.37229,4384685230.02421,1218988935129.81,,6854491453.90208,,,41369800.0459664,80888888.8888889,72933350953.7025,25056672166.4275,,,,,194444444.444444,511658690.561043,4415844155.84416,434188034.188034,,5053665797.47936,,,17788171722.4446,1205166025.47602,,4759333969.85141,44781456.9536424,263959336734.694,31020000,,1538980653.58996,1243469360.56838,5785339062.84662,,2310099100,,,1105495368.38146,1142393554.52358,1237685691.94683,25004557093.8761,2249854740.00185,972564156.966739,2170893038.90053,164475209515.19,2448290109.65,164134217080.279,63596654760.8677,2275583316.66667,,24417617184.2478,7259120150.55009,28100606060.6061,5222421500,21649137620.3055,40499645207.8072,,2498068350.66865,,15955700000,,31977276872.9642,5624515873.01587,1279972866.38142,8661263763.73626,,,1407062607.63214,184291888767.191,10016500000,4095892072.29088,14175228843.6391,194215751.968039,1114830471.91787,3437200200,,699112266.835764,,,,889000000,,,129686938223.328,570761166.818596,,154902869.02139,16758471337.5796,,876937559.725038,962347000.991788,34846107862.3673,,,,62242013.3302689,6992083333.33333,8428513568.24625,71040020140.4436,,,1337300000,,11048335541.4933,3207041000000,,102086539.259259,66327441860.4651,,,,113781795.82356,,,,85454420500.0266,3872666666.66667,8011373800
,,5553824463.82274,,375895956.383462,46622718605.2847,84307486836.724,,,164369278.888889,194104601125.455,71275287569.5733,,1013222222.22222,92095926187.5331,1267778489.03079,1754449845.3012,18525399201.5968,19342000000,3645744680.85106,1578300000,,,182206326.985709,785500032,5587490264.8127,271314113768.417,1163923830.35847,4264252336.4486,141366534.475688,1014907254.54016,748312283.726758,313506525087.136,115140108850.909,25325893205.657,205089699858.779,7567109766.61129,6611255018.23915,13651667371.1676,2160640566.53953,38968039721.748,184008995.643686,140630758.594899,2606621255.01581,20953510235.2941,,,2159242416.76942,,776576439106.956,,89527576.6666667,60412844678.604,8267400000,45207088715.6483,19929853574.6095,27655172413.7931,,195996754505.528,,7707678019.32367,52797582336.2526,1194122694.12269,584877732308.614,,,3618007844.44908,515048916841.37,,4035994397.7591,,216051495.959817,165523634.503718,44294647.733479,54617989795.9184,125435590,402405069.367769,8716999700,,482000000,4266503525.61051,,1474200000,,90158449307.2327,,200715145360.918,21474752962.2178,125948756439.485,42382333333.3333,3206626563.57527,427272645669.291,3293533288.42483,4680567375.88653,1134518001884.56,,6431579357.31256,,,40572066.1324678,86022222.2222222,78358866334.7376,21577977770.059,,,,,183333333.333333,522090331.478107,4768765016.81884,348746822.619267,,4602316793.21914,,,17692341358.1272,1143229071.83219,,4784977348.97042,47911119.7847694,184609157801.418,34918000,,1333739016.7676,1234518125,5926911887.87199,,2552401933.33333,,,1108776010.25575,1078408829.616,1180104216.01137,26804401815.5348,2118741468.84323,904599871.53447,2017611927.4037,142769363313.375,2465165179.69565,158479527935.958,62647195537.6511,2395429852.43076,,24164603058.9949,7554719455.70353,30725971563.981,5769767900,21793496819.3379,42206011274.7956,,2368584969.53284,,16764200000,,30527754793.1382,5419411764.70588,1286462642.63703,7596703214.28571,,,1407242640.23211,153238991868.875,9240000000,4013950868.45946,16084252378.473,192564263.494676,1295361885.92419,3399189100,,774419569.699066,,,,915000000,,,114380557730.876,537575980.843618,,147912069.76575,17525605095.5414,,834369860.427292,821651918.724626,36589797857.4006,,,,62068161.0711025,8140416666.66667,8133401049.60217,64546332580.7583,,,2177500000,,9178802162.6616,3343789000000,,113759203.333333,67736744186.0465,,,,114501912.522867,121221651.619316,,,78423059789.8803,3994777777.77778,8539700700
,,5787823808.69565,,327861832.946636,42803323345.1376,103979106777.911,,,182144092.962963,177333645297.146,72121016546.6524,,1082926304.46477,87184239053.2544,1095348302.91865,1600278756.43589,17609048821.5488,16563666666.6667,3735106382.97872,1732800000,,,192103185.955321,889400000,5422440961.87886,189656506321.431,1236016506.73694,3844723142.45149,156687192.064642,1172258182.14969,658679394.907969,340547711781.889,114730757467.486,20355959237.2128,230686747153.257,6838185418.53642,6870200658.94097,11006712650.4481,2097274289.61527,38729822781.5997,191621958.375365,138476239.366792,3146770103.81027,22204940512.2235,,,2160364071.19021,,770684323247.798,,98665191.4814815,60644782176.0525,9220600000,48801369800.3675,17152483214.3536,30966239813.7369,,170951185614.849,,8567890821.25604,50973526900.0854,1123107276.30285,559869179791.72,,106500000,3391275731.31859,489618008185.539,,4057275042.82903,,213446562.57106,163577538.326314,44442456.94764,49428873839.0093,131803552.222222,416183706.943685,9050000400,,489333333.333333,4476697184.85981,,1623600000,,81052283404.6102,,218262273410.099,20766047763.5314,156365156618.241,40712903225.8064,2765950295.45784,443042373788.883,3619294120.69144,4920407601.21179,1243323592058.83,,5979198463.83025,,,37837837.8378378,86874074.0740741,87760360941.0248,20869434305.3173,,,,,197037037.037037,524034109.856605,5167913302.16745,386699308.859169,,4524217751.47929,,,16251460689.3254,1092551781.03673,,4686457013.0577,57829787.2340426,156159198584.513,41749000,,1297751826.17367,1165771369.00625,6105882120.4101,,2725736633.33333,,,1165170625.65959,1090276947.25872,1223186840.31324,30346788437.5135,2297400687.57457,823857894.288438,1803099731.54257,97094911790.6948,2743341724.08333,153445465987.182,61627240831.0948,2447174803.37791,,24309279705.5731,7932541690.79328,28691889763.7795,5923755900,17345624453.6916,37759237657.9248,,2562492524.81761,,17276600000,,27239650741.9472,5673248726.18009,1335895286.39156,6467582307.69231,,,1479688125.8852,129171602025.147,8230153846.15385,3569356462.07896,17784112149.5327,181096595.484052,995104305.347075,3506347800,,733901365.935354,,,,883500000,,,105014356666.797,555336145.767884,,146712850.509248,18672866242.0382,,832415805.956327,765746590.616849,40042826244.2337,,,,60863963.963964,7763750000,8350176782.55746,61678280115.4987,,,2240333333.33333,,5102281255.99986,3634038000000,,122255349.62963,67556279069.7674,,,,117389554.191406,111862823.574979,,,87415851375.5347,3216307692.30769,7764067000
,,6135166254.2408,1857338011.85488,330070689.298282,41807954235.903,79092001998.032,,,208372846.296296,193593551892.773,67985344886.8716,,987143931.166987,83349530159.1734,1051133927.00009,1459880018.54646,18920840000,17594944444.4444,3905585106.38298,2041100000,,,214381949.019381,985699968,6169501037.97622,188339974086.58,1346890071.09829,3782523088.4628,160459970.534683,1240796364.75662,637820620.670195,355372558103.621,109547355832.66,19622527479.6913,259946510957.143,6841638714.5454,7311937457.41855,7857729193.20343,2193581366.40726,38253120737.9671,184697209.997414,132019065.033419,3660476458.8718,24039383608.4235,,,2278248953.14058,,725111123634.115,,109157070.740741,59105236853.7937,11594000000,53698278905.9678,16912515183.2783,33971188991.6147,,172102910370.524,,8096302367.14976,52888800949.7428,1177997413.63384,530683779929.445,,,3561451562.23576,461487097632.349,,4412279843.44423,,177338801.93075,138478900.628609,50320914.4065688,48020024183.7969,145533310.740741,379371608.442925,9470000100,,437631605.263158,4915311846.48827,,1816200000,,84853699994.0467,,212158234164.06,20106648454.8404,162276728619.519,46938387096.7742,2864441355.85306,437887689001.543,2373566957.49214,4966710013.0039,1318381627003.76,,6191437070.44184,,,41246160.596753,98603703.7037037,97510235986.0046,21697297872.3404,1757142805.71429,,,,251481481.481481,502617355.407073,6043474842.76729,333158476.24212,,4438435492.87908,,,14824728528.4604,1037314956.23209,,3905938480.82352,109503546.099291,184261495828.367,45144000,,1232922696.81435,1101828568.76804,6317309959.30556,,2098734600,,,1074373735.45291,1040557089.33864,1208008985.42522,33943505717.6993,1951229617.58386,796066192.89799,1461243212.42814,73484359521.0997,3105517091.41379,143912664148.352,62057955032.7758,2581207387.79709,,21665975318.8842,8821366531.55762,31151825467.4978,6183387100,17599660054.286,35730202751.0258,,2552526263.0759,,19162600000,,25217969049.5755,4502462807.0602,1378991403.3784,6704395824.17582,,,1587412957.22263,119624918956.209,9701357142.85714,3485165160.57534,19749361097.965,181359232.531304,1087471861.98928,3661683400,,788307213.438235,,,,864000000,,,109201362581.3,494475699.857656,,151313241.982492,19195414012.7389,,919103735.322921,718148959.610872,41797592963.4424,,,,64248354.5414656,7757083333.33333,8254891864.05767,59989909457.8379,,,3615647477.05434,,4850241442.17643,4037613000000,,135024987.777778,60010285714.2857,,,,144482515.368336,109200934.328518,,,77344092906.7265,2739444444.44444,6352125900
,,7558613007.90635,1897050133.42015,346737964.774951,40603650231.5445,88416668900.2596,,,240923924.814815,180573751629.976,69386774408.0872,,1149979285.77347,86268264148.3796,1045712703.02696,1552493068.4254,22278423076.9231,17155421052.6316,3651861702.12766,2320699900,,,212643742.664706,1039500032,5377277406.71638,210879841322.306,1409536120.91682,3523612563.06532,163272314.833796,1114764007.14811,864849765.059664,364756499450.751,111073640470.473,17702885393.5099,309488028132.653,6977650069.33578,8544809794.26305,7195042616.0071,2160872541.4189,34894411351.983,196726077.061972,137728155.212661,3919203960.39604,22920490774.102,,,2430411900.19194,,732534887058.198,340989527.967995,119491932.962963,62658568287.3429,5044592944.80499,57937868670.1937,17149094589.9827,39053502251.0732,,180793463796.477,,9480840483.09179,55875863392.1719,1141123439.66713,553138414367.061,,,3339914759.37275,489285164271.047,,4504342149.43471,,225724851.691107,143856253.127248,62118564.8495425,47820851221.3175,167728455.185185,412876071.118493,9721652086.95652,,453488372.093023,5278120712.5459,,2009400000,,85289491750.3217,,232511877842.041,21270013325.5601,180183629599.684,48425161290.3226,2984052332.4588,452217492140.757,2100223149.71396,4993829194.12063,1398892744820.69,,6135034338.30431,,,32125148.4042182,111007407.407407,101296177099.377,21442619680.8511,2366666615.55556,,,,284444444.444444,529078995.563876,5978460972.01767,268626912.549917,,4577211767.10374,,,14991283215.7408,1082851076.49699,,3802557894.90614,127190757.959989,195219789801.479,43879000,,1392205229.93367,1117835285.50512,6356119600.30915,,2186505475,,,1009723326.31752,1076121094.38239,1131347798.26653,31200161095.4491,1608219310.31522,854820894.09777,1440581533.7564,73745821156.2996,2683816288.7907,143845822717.622,65416879914.3907,2619913955.51556,,24679795396.4194,10005500579.0388,31144920844.3272,6541517100,16548827018.2872,34961565262.7138,,2423373088.07358,,20289200000,,27115807742.0873,3282449235.87261,1507230778.8995,6153296456.04396,,,1715625839.17973,103897892810.979,12403733333.3333,3818944603.0069,19156532745.7691,165454831.975042,856890498.625834,3800368600,,876404617.656501,,,,873000000,,,114123537581.794,360075380.266523,,168887539.130818,21203821656.051,,1033069709.99507,762359722.701402,38900692712.1496,,,,60058663.3144773,7375918367.34694,8410185739.96405,67234948264.5987,,,3519666338.52454,,4732017873.38369,4338979000000,,145641705.185185,61965466666.6667,,,14094687820.7445,131856420.703184,95572172.9835657,,,59082638803.5266,2281258064.51613,5637259300
405463417.11746,,7076793822.60201,2097326250,482000594.03588,33943612094.7971,110934442762.694,,,290440140.740741,182368494683.828,99036164939.1618,,1201725497.06578,120018787249.413,1336102040.71025,2036303381.20142,21774033333.3333,20249294117.6471,3052393617.02128,2472500000,,,231638320.535566,1173500032,3958338883.22338,256480855343.617,1547755183.21484,2358592817.12134,191230747.107006,1392634771.9653,1122265026.38274,377437927311.983,159223703930.18,18891048818.7425,300758100107.246,9158302205.36237,11857056336.0312,8095367168.21769,1849268214.68181,34942489683.9712,279197696.814639,190651207.999511,4418983870.96774,24226574634.0293,,,3090734463.27684,,1046259374943.71,,135161958.518519,88078760103.8191,6122198120.02892,63692238160.0493,15314143988.0621,41253507951.3564,,251321075204.942,,9848600869.56522,73531550551.255,1290228616.82408,771470783218.108,,112210000,3403638193.57905,601452653180.885,,5727602644.71472,1995186720.74733,185646209.386282,130225018.751151,76407396.7552964,56379593476.1441,187589522.592593,603015696.452849,7231963515.98174,,504651139.534884,5677828958.90605,,2318000000,,79954072569.8502,,248985994044.2,28714571852.4799,209094561833.48,47264516129.0323,3989622714.9537,640386352773.087,2754566176.20212,6401380000,2078953333673.55,,7239126716.93219,,,32085561.4973262,130685185.185185,116836802995.065,17903681693.0489,1776842041.05263,,,,340000000,779365167.602424,6405210563.88294,318862888.402626,,6685595087.59256,,,19462175321.8224,1515209588.20845,,4347989798.83436,141882254.230178,134550096436.744,55989000,,1852141546.5912,1435079200.34957,7625975686.7121,,2896178866.66667,,,1186628778.51236,1462900255.4506,1183654827.79002,27734562640.4277,1809073861.75129,1201321509.29895,1904097020.29333,54805852581.1516,2885710608.88079,200862095700.666,78693253275.995,2850784523.37711,,30604668356.5695,7323822251.3089,31899070055.7967,6797834200,15244232957.8759,33987178952.489,,2648033765.69899,,22009300000,,38745901353.7059,3723993942.72004,2301514717.29796,5053021950.54945,,,1944711061.30888,86962013010.5552,15769062500,5392093507.64824,18586746056.9974,147573930.536615,490181456.62441,3771663200,,930318705.332201,,,,891000000,,,150498057723.623,449146608.315098,,207850623.637094,25460636942.6752,,1067828247.23577,1060911735.26065,43096746122.4614,,,,68195855.6149733,4794444444.44444,9018136020.15113,75728009962.7878,,,3923232122.12784,,5880112788.40947,4579631000000,,160846656.666667,60391604938.2716,,,26336616250.4397,126498935.335649,100947848.64478,,,67521602553.14,1661948717.94872,6217523700
487602457.746416,,8089279284.72241,2080796250,611316399.407088,36384908744.2114,111106191358.197,,,337174861.851852,189400476442.562,124168442533.74,,1131466494.01101,149394404105.889,1562412030.34838,2369834650.08921,24298032258.0645,28101000000,3392021010.6383,2713999900,,,281082558.5859,1296499968,4323623622.1622,283056833878.212,1704370307.76115,2754463437.79677,242770861.580343,1965274882.36345,1200991825.95398,431316742081.448,199403912956.009,22255407684.6999,272972974764.574,10087653189.3287,13049658331.1317,7661625472.57705,2297753649.27962,36373307085.0887,337525870.616968,235253171.841062,4532952047.15628,25213935012.0819,,,3704813885.50548,,1298176105549.51,373371738.286415,151868754.444444,109414423928.775,5826987099.45901,66746396416.2732,13945431882.2271,40455616653.5742,,318747935588.196,,10527338647.343,91594751792.2359,1177908191.97685,934173305685.911,,116700000,3281797038.66566,745162608269.325,,5074829931.97279,2041538039.57727,220626484.224811,173836362.010677,93345847.7270322,65652750377.4535,215009569.62963,787392365.831908,7084399840,,354591846.938775,6190521241.46495,,2047200000,,75929617576.8794,,279033584092.159,33920518492.5094,134009995923.169,56774193548.3871,5520318352.93144,805713128174.485,3286987551.71597,6755599113.73707,2532808573157.03,,7970820530.75078,,,33608738.2719507,147748148.148148,147948259722.577,22365734481.5213,1087273103.69639,,,,375555555.555556,1052843347.63948,6682167119.56522,402774852.652259,,8320902215.01891,,,21765261041.7265,1839095595.29143,,3212900560.80991,141223029.383064,147540738281.817,62983000,,2090606071.4048,1751247763.41948,9346762512.30295,,3020611600,,,1344665270.68865,1880852914.22714,1183094127.76747,32181695507.2234,2300105497.12572,1488093104.52988,2233005822.58534,52676041930.5791,3851213727.67857,245046310922.541,94230055658.6271,2957255379.54315,,40376354069.9474,7811183094.92848,33351529274.6869,6827665300,20702298396.9717,37791442730.7811,,3143848331.31402,,24025800000,,48182925857.4071,3971044723.80154,2543199148.39002,5446428681.31868,38413636363.6364,,2157434025.16467,85695941760.0451,20155555555.5556,6487352282.67143,20919215578.2125,155244493.4353,701307602.28443,3958045800,,1009792724.39772,,,,980000000,,,183009638350.893,584135559.921414,,249267039.782675,32538089171.9745,,1163426850.65015,1249099130.02277,50535438696.4094,,2331358819.75985,,81667133.4546982,4797777777.77778,9696271268.25148,87172789528.3316,,,6269511614.66235,64087795107.1343,7367494080.40014,4855215000000,,175580647.407407,48029034482.7586,,,36658108850.3148,139464173.547324,111713922.141578,,,88573697223.1721,2269894736.84211,6741215100
596423607.114715,,8775116269.16722,2051236250,721425939.15155,36275674203.2144,126206817196.091,,,398637727.777778,236065919674.04,133339397080.129,,1082403219.48787,162299103675.261,1620246187.15171,2616040645.87263,26579005760.3486,22555941176.4706,3702393617.02128,2817900000,,,320093360.27245,1415100032,4597615562.66594,308333568571.493,1812757917.76463,2690717551.18267,272241005.231459,2644536804.11244,1264899368.20165,507354351182.254,215721878630.493,26040229793.0697,312353631207.819,10255170459.986,12236058143.0406,8861299976.74158,2212536313.33476,39212550050.4223,356500026.691673,264308140.285149,4614629898.40348,27458999472.2955,,,4278792597.23965,,1401233225303.49,395794538.630775,171106184.074074,115552846616.653,5374314928.42536,59089067187.3943,13051886552.3377,34980124929.0176,,376160409941.437,,10908935748.7923,109058990760.483,1109976927.91722,1018847043277.17,,124700000,3834503378.35497,910122732123.799,,5197840979.13416,2384295982.38433,266673126.229801,164458120.314176,100534663.294927,76261277924.5736,236357523.703704,898611007.947709,7841602824.42748,,413799990,5902717091.54747,,2613926800,,84300174477.2008,,296588994812.059,37772896220.7559,123057861333.908,62684516129.0323,6106635769.74938,891608957155.608,3828310734.97795,6277197435.2124,3071683013178.91,,8355380879.12955,,,42972107.1958747,172692592.592593,199590823957.237,20692472759.8566,598961269.297879,3313540067.93246,,,429629629.62963,1161757671.01756,6978371581.26375,470389179.678909,,9418167855.18376,,,25705296183.5037,2000674667.1353,,3189456961.27972,168514513.375071,181611549975.804,70688000,,2169027633.3725,2019474244.19359,11328251331.6113,,3204461566.66667,,,1414951854.05644,2134517067.65295,1379924257.21313,35271880250.4964,2495059627.44074,2072775508.28058,2280356338.22867,49648470439.7963,2630904261.83247,261910508417.884,101900260856.222,3487009748.35638,,45176811594.2029,8386215864.75943,38472742808.3167,5902783400,15439408447.2288,43152077817.4686,,3655979702.45646,,26385800000,,56347250696.3788,4255683528.33968,2687472829.62973,6038187032.96703,40809523809.5238,554713455149.502,2395493877.51365,88256162068.9725,15399166666.6667,6418419798.13177,25371462488.1292,176709270.031025,1055083945.37738,4189880000,,1038291284.49695,,,,1161000000,,,206986674500.588,692016714.317132,,283828769.029925,16574342984.4098,,1482597298.88718,1378847487.41137,61667199834.7428,,3010982414.24364,,106657267.367342,4496852073.46896,10096292842.1543,90852814004.9917,,5100405772.46327,6508931651.66667,74703706816.8446,8213515458.51139,5236438000000,,200726712.592593,60226413793.1034,,,25423812648.5941,158351368.433149,133016065.416065,,,95176640968.0367,3713614457.83133,7814784100
695304363.031101,,10207922517.1839,2253090000,795449332.396346,41464995913.9199,76636898036.4712,,,438794788.518519,299767934207.312,133105805512.22,,1113924130.41149,164221056511.057,1502294411.46202,2615587725.77391,28781714763.8012,21988444444.4444,3863563829.78723,3062000000,,,369133890.704745,1501500032,4715978868.21613,347028139590.227,2006165166.80754,2985467979.28524,264725206.950873,3083800684.89751,1233930277.04922,565055743243.243,208280848462.62,29885685142.9107,347768051311.741,9757410614.0812,11012566160.5043,9021862775.25978,2389593021.94868,39540080200.3938,341476764.044268,267448513.108168,5251025767.47627,27023468665.8977,,,4563482603.5503,,1398967436804.33,409220087.102818,185137242.962963,112409222182.704,6686593059.93691,55634414465.2104,13890828707.6493,39756299049.9793,,414757056921.996,,11476584879.2271,119012054870.445,1182686577.22645,1025211803413.53,,135200000,4186411457.45694,926884816753.927,,5251764264.26802,2432029433.82679,284119692.49433,213143016.443316,88265974.5843603,79169043222.8284,267327642.222222,929796722.387896,8410724360.79545,,379779389.705882,5432344901.77821,,2736243800,,94451427898.3379,,296042354986.126,39238392677.7542,120496362916.271,65831935483.871,5672569396.47767,928661332204.347,4404970058.83786,4220945005.22102,3054914166263.18,,8283114648.36775,,,41119721.651115,192518518.518518,246927292765.02,24312117767.1886,714046821.093797,2717998687.71002,,,486666666.666667,1120000916.92646,6987267683.77254,495404888.092424,,10037674037.674,,,26314220188.0257,2010116851.24167,,3175638332.5404,189514434.244,221400669713.589,72798000,,2181810275.53995,2118574772.11136,15149052981.6055,,3576966800,,,1450647019.20509,2181930254.82301,1590215582.53307,38848567631.4235,2535113565.48832,2185082943.58021,2179567107.50159,44003061108.3357,1013184745.70715,258336705808.999,102633789557.535,3525228153.17361,,43920222524.7085,9372171651.49545,40171018229.0715,5918469800,22499559086.0343,48513735777.3149,,3546460176.99115,,28161200000,,60594092182.3275,4757732199.96678,2636461517.10408,6487912087.91209,42105263157.8947,506500173960.269,2405021932.89997,95344352823.6969,15291507936.5079,6366039352.62267,30465364738.6206,172681320.835169,932974411.917142,4372215300,,1092392963.199,,,,542600000,,,217948315624.564,696915430.663057,,304832867.393246,18609532293.9866,,1433686309.83642,1352949662.75172,72250877410.3183,,3006988216.55077,,106344854.986095,4323058823.52941,10102075213.3151,107143348667.094,,4420168102.39306,5276480985.99937,82709199437.0663,8438951476.06644,5641580000000,,214745002.222222,43526253602.3055,,,6293304974.59403,154013202.116475,122888609.715243,,,99030856824.7526,3998637681.15942,8286322700
764887117.194486,,11236275842.7358,2028553750,1029048481.88051,50701443748.2975,141352368714.691,2256838857.60997,,459470370.37037,311326664101.578,166463386179.354,,1132101252.51817,205331747947.851,1959965243.76269,3101300641.87512,31598341233.559,20632090909.0909,4229787234.04255,3166000000,,21650000000,412086445.492176,1592400000,4867582620.20708,390725626002.866,2012131457.26644,3520551724.13793,287658184.003989,3790567051.86778,1440711395.67069,593929550908.468,265987061618.198,33113887817.9731,360857912565.966,10795850106.9547,12314482085.0878,9349764580.36998,2798746050.58228,47844090709.9908,429622147.743446,306891107.262039,5711687786.75989,28645436569.1489,,,5591130217.66965,40728950704.6176,1771671206875.68,452328087.282876,201429629.62963,138247285815.855,7073675544.80847,62048562947.2509,15239278100.3502,42978914311.3504,,536558591250.408,,12175166763.285,141438345513.917,1337024782.22702,1269179616913.63,,147200000,5952293765.84468,1093169389204.55,7753540783.62452,5889174825.487,2666750685.8495,317083373.524559,243961995.509785,112119406.548331,97891092003.4394,278098762.962963,1018970364.86443,7650125217.35253,,396582263.291139,4923009551.51561,,3096289800,,106140727357.032,,320979026419.633,49305632408.4929,124813263926.225,180408064516.129,6468736286.92707,1181222653522.95,4592224067.37194,4160003917.43258,3132817652848.04,26932729102.7371,8572359162.85631,2675000000,,39809538.6776989,217259259.259259,283367525714.932,18427777777.7778,865559856.1639,2838485353.96187,,28901836158.1921,579629629.62963,1421466239.56234,8032551173.24014,596415104.549144,,12778792853.6939,,,30180108561.9305,2481316053.96507,,3931334870.74964,215043969.849246,261253582805.945,78476000,4699646643.10954,2681959313.15654,2547163582.33149,21227553396.7079,,2560785660,,,1506914407.82331,2653480001.34558,1880771556.30474,44024178343.0071,2789944497.95827,2529440424.33462,3512356353.0798,54035795388.0915,1009455483.87097,318330511920.61,119791683307.507,3627562402.66027,,45495129385.0475,11685045513.6541,40010423970.4576,6433967000,26410386669.3609,50508286643.0184,,3219730364.99623,65977749036.9844,30603919000,,78713860216.5659,5812114523.02702,3181206304.81514,7360439423.07692,38995454545.4545,516814274021.956,2550185618.14774,117630271802.48,12408647540.9836,7390967034.67363,36144336768.7023,214727767.638123,649644826.800447,4817542204.02673,,917044228.012679,,,,388400000,12747380650.0762,,261846194498.885,1114703088.1614,,368584758.942457,23904498886.4143,,1738605558.05432,1628427515.41881,85343063965.9182,2629395852.11903,3189539641.31585,,113563821.577404,5068000000,12290568181.8182,150676291094.21,8824447.74022325,4258743262.82876,4304398865.88268,81393535306.2736,9298839655.23138,5963144000000,13360607917.8773,240366666.666667,48598315565.032,,,6471740805.56984,168879207.244148,125766269.755358,,5647119229.00763,115552349036.929,3285217391.30435,8783816700
